pd_id,wmptempid,date_wmpcoded,page_name,funding_entity,search_terms,search_type,search_status,search_notes,notinaggreport,wmp_office,wmp_spontype_unclear,wmp_spontype,wmp_spontypelong,wmp_grouptype,wmp_govtorcand,wmp_notes,page_name_url,othernotes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag_2022,sponsor_cmag_2020,sponsor_cmag_2018,wmp_multisponsor,wmp_multiflag,wmp_fbapp,wmpid,pres_fecid,pres_cycle,sen_fecid,sen_cycle,hse_fecid,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,db_cycle,db_party,db_id,NIMP_personid,db_cdstatus,db_state,db_office,wmp_pres,wmp_sen,wmp_hse,wmp_gov,wmp_db,cmte_fecid,cmte_party,party_all,matchtype,matchtypemore,disclosure,wmp_disagree,pd_id_match,ontv2022_withother,old_name,ontv2022,min_date,sponsor_bywmp,online_advertiser_name,id,typetext_display,outgrptype,outgrptype2,candname,candname2,feccmteid,feccmteid2,catshort,catshort2,pagenamematch,party,party2,party_final,suppopp,suppopp2,mark,notes,amount_spent,number_of_ads,dedupeorgmatch,dbmatch,dbmatch2,blio,blio2,candgender,candgender2,candrace,candrace2,cid,cid2,confidence,discdate,discdate2,disclose,disclose2,ein,ein2,enddate,enddate2,industry,industry2,orgid,orgid2,realcode,realcode2,ultorg,ultorg2,viewpt,viewpt2,viewpt_final,fec_compare,crp_candidate_name,fbentity_2020,type_cmag,type_scsp
pd-115941070206711-1,9320,11/11/2021,Immigrants and Friends with Joe Biden,Zeljko Radovanovic,,,,,0,,0,group,group,,0,,https://www.facebook.com/115941070206711,,0,,,ZELJKO RADOVANOVIC,ZELJKO RADOVANOVIC,ZELJKO RADOVANOVIC,,0,0,0,,,,,,,,,,,,,,,,,,,,.,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,Immigrants and Friends for Joe Biden,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-278052172260101-2,29327,11/14/2022,ZERO TO THREE,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/278052172260101,,0,,,ZERO TO THREE,ZERO TO THREE,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-278052172260101-1,27395,11/11/2022,ZERO TO THREE,ZERO TO THREE,,,,,0,,0,group,group,,0,,https://www.facebook.com/278052172260101,,0,,,ZERO TO THREE,ZERO TO THREE,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-154930410085-3,27060,11/11/2022,"Zion Oil and Gas, Inc.","Zion OIl & Gas, Inc.",,,,,0,,0,group,group,,0,,https://www.facebook.com/154930410085,,0,,,"ZION OIL & GAS, INC.","ZION OIL & GAS, INC.",,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-154930410085-1,27643,11/11/2022,"Zion Oil and Gas, Inc.",These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/154930410085,,0,,,"ZION OIL AND GAS, INC.","ZION OIL AND GAS, INC.",,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-101474065646900-2,24241,11/10/2022,Zyia with Jillian G Independent Representative,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/101474065646900,,0,,,ZYIA WITH JILLIAN G INDEPENDENT REPRESENTATIVE,ZYIA WITH JILLIAN G INDEPENDENT REPRESENTATIVE,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-102342445908556-1,26623,11/10/2022,_thehouseofember_,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/102342445908556,,0,,,_THEHOUSEOFEMBER_,_THEHOUSEOFEMBER_,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,Instagram User 7887457238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105637775242917-1,26497,11/10/2022,青丘文化 Green Hills Publishing House,These ads ran without a disclaimer,,,,,0,,1,group,"Unclear, included in group total",,0,,https://www.facebook.com/105637775242917,,0,,,青丘文化 GREEN HILLS PUBLISHING HOUSE,青丘文化 GREEN HILLS PUBLISHING HOUSE,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105118498791681-1,24162,11/10/2022,Justin Behrens for State Representative - 82 District,Centre County Future PAC,,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/105118498791681,,0,,,CENTRE COUNTY FUTURE PAC,CENTRE COUNTY FUTURE PAC,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-258049547617705-3,23772,11/10/2022,"Representative Rene ""Coach P"" Plasencia","Commitment to Opportunity, Action and Community Health",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/258049547617705,,0,,,"COMMITMENT TO OPPORTUNITY, ACTION AND COMMUNITY HEALTH","COMMITMENT TO OPPORTUNITY, ACTION AND COMMUNITY HEALTH",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,Representative Rene Coach P Plasencia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-124331054261546-3,23558,11/10/2022,State Representative Phyllis Thede,Iowa House Truman Fund,,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/124331054261546,,0,,,IOWA HOUSE TRUMAN FUND,IOWA HOUSE TRUMAN FUND,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,IA,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-108722535869070-1,22800,10/4/2022,ND House and Senate Democratic-NPL Caucus,Legislative Victory Fund,senate,,"Not a match, despite search hit",,0,down ballot,0,group,group,,0,,https://www.facebook.com/108722535869070,,0,,,LEGISLATIVE VICTORY FUND,LEGISLATIVE VICTORY FUND,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-1652055241718236-3,24520,11/10/2022,Representative Jack McFarland,Louisiana GRIT,,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/1652055241718236,,0,,,LOUISIANA GRIT,LOUISIANA GRIT,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,LA,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-103884461947933-1,20479,9/5/2022,Vote MI Senate Dems,Michigan Senate Democratic Fund,,,"Not a match, despite search hit",,0,down ballot,0,group,group,,0,,https://www.facebook.com/103884461947933,,0,,,MICHIGAN SENATE DEMOCRATIC FUND,MICHIGAN SENATE DEMOCRATIC FUND,,,0,0,0,,,,,,,,,,,,,,,,,,DEM,,,,MI,,0,0,0,0,1,,DEM,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-111526355062859-1,24197,11/10/2022,Matt Gunderson Too Extreme,NURSES AND EDUCATORS SUPPORTING BLAKESPEAR FOR SENATE 2022 SPONSORED BY LABOR ORGANIZATIONS,,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/111526355062859,,0,,,NURSES AND EDUCATORS SUPPORTING BLAKESPEAR FOR SENATE 2022 SPONSORED BY LABOR ORGANIZATIONS,NURSES AND EDUCATORS SUPPORTING BLAKESPEAR FOR SENATE 2022 SPONSORED BY LABOR ORGANIZATIONS,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-112427814685412-1,23102,11/10/2022,Ernest Bailes For Texas House Of Representatives District 18,Texas Realtors PAC,,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/112427814685412,,0,,,TEXAS REALTORS PAC,TEXAS REALTORS PAC,,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105840632027760-2,23318,11/10/2022,Erin Zwiener For Texas State Representative District 45,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/105840632027760,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-111329631469410-2,23065,11/10/2022,Ken King For Texas State Representative District 88,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/111329631469410,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-101333332786018-2,23479,11/10/2022,Angela Paxton for Texas Senate District 8,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/101333332786018,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-114537384478561-2,23942,11/10/2022,Lynn Stucky For Texas State Representative District 64,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/114537384478561,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-104059548872063-2,23443,11/10/2022,Lacey Hull For Texas State Representative District 138,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/104059548872063,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-101697075780535-2,23432,11/10/2022,David Spiller for Texas State Representative District 68,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/101697075780535,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105939505349165-2,23544,11/10/2022,Laura Hill For Texas State Representative District 93,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/105939505349165,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-110202218250417-2,23642,11/10/2022,Ellen Troxclair For Texas State Representative District 19,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/110202218250417,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-104980558781438-2,23174,11/10/2022,Angelia Orr For Texas State Representative District 13,"TREPAC/Texas Association of REALTORS® Political Action Committee, Pol. adv.",,,,,0,down ballot,0,group,group,,0,,https://www.facebook.com/104980558781438,,0,,,"TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.","TREPAC/TEXAS ASSOCIATION OF REALTORS® POLITICAL ACTION COMMITTEE, POL. ADV.",,,0,0,0,,,,,,,,,,,,,,,,,,MISSING,,,,TX,,0,0,0,0,1,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-100161236017115-1,19366,8/31/2022,Ready for Ron,READY FOR RON,ready for ron,,Match from search,,0,president - other cycle,0,group,group,,0,,https://www.facebook.com/100161236017115,,0,"DESANTIS, RONALD D.",,READY FOR RON,READY FOR RON,,,0,0,1,,,2024,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,REP,REP,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
pd-1419388578092947-2,18552,7/22/2022,Anna Paulina Luna,AAF Nation,"paulina luna, anna",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,,https://www.facebook.com/1419388578092947,,0,"PAULINA LUNA, ANNA",,AAF NATION,AAF NATION,,,0,0,0,WMPID144,,,,,H0FL13158,2022,,FL,,,REP,,,OPEN,13,,,,,,,,0,0,1,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-105362141963599-1,18216,7/22/2022,Lonny Koons,BLUE COLLAR POLITICS,"koons, lonny",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,,https://www.facebook.com/105362141963599,,0,"KOONS, LONNY",,BLUE COLLAR POLITICS,BLUE COLLAR POLITICS,,,0,0,0,WMPID2087,,,,,H2NY21123,2022,,NY,,,REP,,,CHALLENGER,21,,,,,,,,0,0,1,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-393076844046051-2,6770,11/11/2021,Progressive Caucus,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,congress,,Match from search,,0,us house,0,group,group,PAC,0,,https://www.facebook.com/393076844046051,,0,,,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,,0,0,1,,,,,,,2022,,,,,,,,,,,,,.,,,,0,0,1,0,0,C00513176,DEM,DEM,PFB match,PFB match,Yes,0,,0,,1,,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,Congressional Progressive Caucus PAC,26309,NA,PAC,NA,"Jones, Mondaire",NA,C00513176,NA,Dem/Liberal,NA,NA,NA,NA,D,S,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,M,NA,B ,NA,         ,NA,1.0,NA,NA,Y,NA,         ,NA,NA,NA,Democratic/Liberal,NA,D000045957,NA,J1200,NA,Congressional Progressive Caucus PAC,NA,L,NA,L,2,,1,1,0
pd-109562430673854-2,18902,7/22/2022,Christy McLaughlin,CONSTITUTIONAL WARRIORS,"mclaughlin, christy",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,Disclaimer didn't meet fb policies,https://www.facebook.com/109562430673854,,0,"MCLAUGHLIN, CHRISTY",,CONSTITUTIONAL WARRIORS,CONSTITUTIONAL WARRIORS,,,0,0,0,WMPID2959,,,,,H2FL21173,2022,,FL,,,REP,,,CHALLENGER,23,,,,,,,,0,0,1,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-107028311621990-1,18351,7/22/2022,Primary Dusty Johnson in 2022 - Page,Dan Robert Kraemer,"johnson, dusty",,"Not a match, despite search hit",,0,us house,0,group,group,,0,,https://www.facebook.com/107028311621990,,0,,"JOHNSON, DUSTY",DAN ROBERT KRAMER,DAN ROBERT KRAMER,,,0,0,0,,,,,,,2022,,,,,,,,,,,,,,,,,0,0,1,0,0,,MISSING,MISSING,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-1107973016071967-3,18227,7/22/2022,Wesley Hunt,HELLFIRE PAC,"hunt, wesley",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,,https://www.facebook.com/1107973016071967,,0,"HUNT, WESLEY",,HELLFIRE PAC,HELLFIRE PAC,,,0,0,0,WMPID636,,,,,H0TX07170,2022,,TX,,,REP,,,OPEN,38,,,,,,,,0,0,1,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-243510442756370-2,5357,11/11/2021,Justice Democrats,JUSTICE DEMOCRATS PAC,justice democrats pac,,Match from search,,0,us house,0,group,group,Carey,0,,https://www.facebook.com/243510442756370,,0,"BOWMAN, JAMAAL",,JUSTICE DEMOCRATS,JUSTICE DEMOCRATS PAC,JUSTICE DEMOCRATS,,0,0,0,WMPID505,,,,,H0NY16143,2022,,NY,,,DEM,,,CHALLENGER,16,,,,.,,,,0,0,1,0,0,C00630665,DEM,DEM,PFB match,PFB match,Yes,0,,0,,1,,JUSTICE DEMOCRATS,Justice Democrats,23162,NA,Carey,Carey,"Bowman, Jamaal","Bowman, Jamaal",C00630665,C00630665,Dem/Liberal,Dem/Liberal,Justice Democrats,NA,NA,D,S,S,NA,NA,NA,NA,NA,NA,NA,I,I,M,M,B ,B ,         ,         ,NA,NA,NA,Y,Y,         ,         ,NA,NA,Democratic/Liberal,Democratic/Liberal,D000071023,D000071023,J1200,J1200,Justice Democrats,Justice Democrats,L,L,L,1,,1,,
pd-1845276158947019-3,22460,10/4/2022,Jay Mcfarland,JayMac Production,,,,,0,us house,0,group,group,,1,,https://www.facebook.com/1845276158947019,,0,"MCFARLAND, JAY JAYMAC",,"MCFARLAND, JAY JAYMAC","MCFARLAND, JAY JAYMAC",,,0,0,0,WMPID3382,,,,,H2UT02472,2022,,UT,,,OTH,,,CHALLENGER,2,,,,,,,,0,0,1,0,0,,OTHER,OTHER,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-107819518756993-2,22955,10/17/2022,Realtors for Brian Fitzpatrick,National Association of REALTORS®,"FITZPATRICK, BRIAN",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,,https://www.facebook.com/107819518756993,,0,"FITZPATRICK, BRIAN",,NATIONAL ASSOCIATION OF REALTORS®,NATIONAL ASSOCIATION OF REALTORS®,,,0,0,0,WMPID1012,,,,,H6PA08277,2022,,PA,,,REP,,,INCUMBENT,1,,,,,,,,0,0,1,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-104003952472241-2,22953,10/17/2022,Realtors for Madeleine Dean,National Association of REALTORS®,"DEAN, MADELEINE",,Entity is related to a group/cd we care about,,0,us house,0,group,group,,0,,https://www.facebook.com/104003952472241,,0,"DEAN, MADELEINE",,NATIONAL ASSOCIATION OF REALTORS®,NATIONAL ASSOCIATION OF REALTORS®,,,0,0,0,WMPID1217,,,,,H8PA04116,2022,,PA,,,DEM,,,INCUMBENT,4,,,,,,,,0,0,1,0,0,,DEM,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pd-132388538302-8,2562,11/11/2021,Oregon Right to Life,OREGON RIGHT TO LIFE VICTORY PAC,,,,,0,us house,0,group,group,super PAC,0,,https://www.facebook.com/132388538302,,0,"CRUMPACKER, JIMMY",,OREGON RIGHT TO LIFE VICTORY PAC,OREGON RIGHT TO LIFE VICTORY PAC,OREGON RIGHT TO LIFE VICTORY PAC,,0,0,0,WMPID4611,,,,,H0OR02168,2022,,OR,,,REP,,,CHALLENGER,2,,,,.,,,,0,0,1,0,0,C00592303,REP,REP,PFB match,PFB match,Yes,0,,0,,0,,OREGON RIGHT TO LIFE VICTORY PAC,Oregon Right To Life Victory PAC,16508,SuperPAC,SuperPAC,NA,"Crumpacker, Jimmy",NA,C00592303,NA,Anti-Abortion,NA,NA,NA,NA,R,S,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,M,NA,W ,NA,N00046274,NA,1.0,2020-01-20T22:36:03.023000,NA,Y,NA,         ,930593128,NA,NA,Abortion Policy/Anti-Abortion,NA,D000068619,NA,J7120,NA,Right to Life,NA,C,NA,C,2,,1,,
pd-780941275347834-4,14358,11/11/2021,Ilhan Omar,THE SQUAD VICTORY FUND,,agg report search,,,0,us house,0,group,group,,0,,https://www.facebook.com/780941275347834,,0,"OMAR, ILHAN",,THE SQUAD VICTORY FUND,THE SQUAD VICTORY FUND,THE SQUAD VICTORY FUND,,0,0,0,WMPID1157,,,,,H8MN05239,2022,,MN,,,DFL,,,INCUMBENT,5,,,,.,,,,0,0,1,0,0,C00750166,DEM,DEM,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
pd-102983269066145-1,19306,8/31/2022,Alaskans for LISA,Alaskans for Lisa,alaskans for lisa,,Match from search,"This is a super PAC, not the candidate",0,us senate,0,group,group,super PAC,0,,https://www.facebook.com/102983269066145,,0,"MURKOWSKI, LISA",,ALASKANS FOR LISA,ALASKANS FOR LISA,,,0,0,1,,,,,2022,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,REP,REP,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
pd-1908318516150501-3,4347,11/11/2021,Conservative Louisiana,Conservative Louisiana,,,,,0,us senate,0,group,group,super PAC,0,,https://www.facebook.com/1908318516150501,,0,"KENNEDY, JOHN",,CONSERVATIVE LOUISIANA,CONSERVATIVE LOUISIANA,CONSERVATIVE LOUISIANA,,0,0,0,WMPID1481,,,S4LA00065,2022,,,LA,,,REP,,,INCUMBENT,,,,,,.,,,,0,1,0,0,0,C00632679,REP,REP,PFB match,PFB match,Yes,0,,0,,0,,CONSERVATIVE LOUISIANA,Conservative Louisiana                            ,46468,,SuperPAC,SuperPAC,"Kennedy, John","Kennedy, John",C00632679,C00632679,Repub/Conser,Repub/Conser,Conservative Louisiana                            ,,,R,S,S, ,,NA,NA,,,,I,I,M,M,,,N00026823,N00026823,1.0,2020-06-08T17:42:55.880000,2020-06-08T17:42:55.880000,Y,Y,         ,         ,2020-03-31T00:00:00,2020-03-31T00:00:00,Republican/Conservative,Republican/Conservative,,,J1100,J1100,Conservative Louisiana                            ,Conservative Louisiana                            ,C,C,C,1,,1,,
pd-112905744735311-2,22828,10/17/2022,Realtors for John Boozman,National Association of REALTORS®,"BOOZMAN, SEN. JOHN",,Entity is related to a group/cd we care about,,0,us senate,0,group,group,,0,,https://www.facebook.com/112905744735311,,0,"BOOZMAN, SEN. JOHN",,NATIONAL ASSOCIATION OF REALTORS®,NATIONAL ASSOCIATION OF REALTORS®,,,0,0,0,WMPID1299,,,S0AR00150,2022,,,AR,,,REP,,,INCUMBENT,,,,,,,,,,0,1,0,0,0,,REP,REP,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
