"cid","ad_id","race","sponsor_type","total_spend","page_name","funding_entity","ad_creative_body","ad_creative_link_caption","ad_creative_link_title","ad_creative_link_description","asr_text","ocr_text","checksum","ad_snapshot_url"
"cid_2024_119170","x_554138103831413","senate","noncandidate",52498.5,"WinSenate","WINSENATE","[]","[https://berniemorenofacts.com/]","[]","","Bernie Moreno would overturn the will of Ohio voters with a national ban on abortion, with no exceptions for rape or incest. Absolute pro-life, no exceptions. Bernie Moreno would erase our rights and our voice. We can't let him.","BERNIE MORENO. OHIO CAPITAL JOURNAL. Ohio voters pass Issue 1 constitutional. amendment to protect abortion and reproductive. rights. - - -. the and rights. The Associated -. - and the. - nearly - - then - who had - the. will - and. - abortion and - de. for Rights and. for Reproductive
BERNIE MORENO. OHIO CAPITAL JOURNAL. -. mendment to protect abortion and reproductive. rights. - - - - -. the reproductive rights. The Associated -. the - and provisional the. - - - - - - in the. will - and official. - made abortion winning and - can de. of the for Rights and. by Rights Reproductive. rights. - - the
OHIO CAPITAL JOURNAL. - -. -. -. the. who. -
BERNIE MORENO. NATIONAL. ABORTION. BAN
BERNIE ENO. NO EXCEPTIONS. FOR
BERNIE MORENO. NO EXCEPTIONS. FOR RAPE. OR INCEST
BERNIE MORENO. """"Absolute pro life.. No exceptions""""
BERNIE MORENO. """"Absolute pro life.. No exceptions"""". Kevin Gordon 1/13/22
BERNIE MORENO. """"Absolute pro life.. No exceptions. Gordon Radio, 1/13/22. Kevi
OUR RIGHTS. PAID FOR BY WINSENATE DAG NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. WINSENATE IS FOR THE CONTENT OF THIS
PAID FOR BY WINSENATE OAG NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S WINSENATE IS RESPONSIBLE FOR THE CONTENT OF THIS
PAID FOR BY NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. WINSENATE IS RESPONSIBLE FOR THE CONTENT OF THIS
WE CAN'T. TRUST. BERNIE MORENO. PAID FOR BY WINSENATE, NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. WINSENATE IS RESPONSIBLE FOR THE CONTENT OF THIS ADVERTISING.","70febc79c27f5d437c03b670d1e23999dea25d225648891da11c74d2983811dd","https://www.facebook.com/ads/library/?id=554138103831413"
"cid_2024_119173","x_852366933761094","senate","noncandidate",8499,"WinSenate","WINSENATE","[MAGA Extremist Sam Brown supported a law that would let states ban abortion with no exceptions. He even supported a law that would allow states to prosecute a woman for getting an abortion. Sam Brown can’t be trusted when it comes to protecting women’s health.]","[canttrustsambrown.com]","[Sam Brown: Too Extreme For Nevada]","","People think abortion is protected in Nevada, but no matter what our state laws are, if a national abortion ban passes, our rights will be gone like that. So, we can't let anti-abortion extremists like Sam Brown anywhere near the Senate.","SYSTEM
THE SYSTEM. PEOPLE THINK ABORTION IS. PROTECTED IN NEVADA
NO MATTER WHAT. OUR STATE LAWS ARE,. IF A NATIONAL. ABORTION BAN. PASSES...
OUR RIGHTS. WILL
OUR RIGHTS. WILL BE GONE.
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE CANDIDATE'S
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR WWW.WINSENATE.ORG NOT. AUTHORIZED BY ANY CANDIDATE CANDIDATE'S
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR","4c51bc86b9b20fa5e33458a0b2dee511892e970efc9615fbbc5ea1eb7ad6553f","https://www.facebook.com/ads/library/?id=852366933761094"
"cid_2024_119176","x_772422794996861","senate","noncandidate",3249.5,"WinSenate","WINSENATE","[]","[vote.org]","[]","","Nevada's value our freedom to make decisions about our own body, but Sam Brown is out to change that. He supported a law that would allow states to ban abortion. It's clear, he doesn't respect our values. If anti-abortion extremists like Sam Brown get their way, a national abortion ban could override Nevada's protections. That's why I'm more grateful than ever for Senator Jackie Rosen. She's standing strong against those who want to strip away our rights. We need to make sure that she keeps fighting for us because Sam Brown definitely won't.","NEVADANS VALUE. OUR FREEDOM
TO MAKE. DECISIONS ABOUT OUR
BUT SAM. BROWN IS OUT TO
R. НЕ SUPPORTED. A LAW THAT
R. WOULD ALLOW. STATES TO BAN. ABORTION
R. IT'S CLEAR. НЕ DOESN'T RESPECT
OUR VALUES
IF ANTI. ABORTION EXTREMISTS
LIKE SAM. BROWN GET THEIR
A NATIONAL. ABORTION BAN
R. A NATIONAL. ABORTION BAN
R. COULD OVERRIDE. NEVADA'S
PROTECTIONS
THAT'S WHY. I'M MORE GRATEFUL
THAN EVER. FOR SENATOR JACKY
ROSEN
SHE'S STANDING. STRONG AGAINST. THOSE
OUR RIGHTS. PAID FOR BY. BYANY CANDIDATE OR CANDIDATES COMMITTEE
WE NEED. TO MAKE SURE. PAID FOR BY NOTAUTHORIZED. BYANY CANDIDATE OR CANDIDATES COMMITTEE
THAT SHE. KEEPS FIGHTING FOR. US. PAID FOR BY NOTAUTHORIZED. BYANY CANDIDATE OR CANDIDATES COMMITTEE
THAT SHE. KEEPS FIGHTING FOR. US. PAID FOR NOTAUTHORIZED. BYANY CANDIDATE OR CANDIDATES COMMITTEE
BECAUSE SAM. BROWN DEFINITELY. PAID FOR BY NOTAUTHORIZED. BYANY CANDIDATE OR CANDIDATES COMMITTEE
WON'T. PAID FOR BY WINSENATE WWW.WINSENATE.ORG.. BYANY CANDIDATE OR CANDIDATES COMMITTEE","9ae2e2e24d017ba2bd50c5a9078a012a435a82696cba3e99737d7b8cdf1e2a89","https://www.facebook.com/ads/library/?id=772422794996861"
"cid_2024_119177","x_870639401826756","senate","noncandidate",4999,"WinSenate","WINSENATE","[Even Republicans know: Kari Lake has wasted our taxpayer money challenging the results of an election she lost.]","[truthaboutkari.com]","[Kari Lake: Wasting Taxpayer Money Challenging Election]","","I'm a lifelong Republican, but I won't vote for Carrie Lake. She won't admit she lost because she only cares about herself.","Rebecca
Rebecca. Mesa. I'm a lifelong Republican.
I'm a lifelong Republican.. But I won't vote for Kari Lake. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOTAUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
PAID FOR BY WINSENATE, WWW.WINSENATE. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
DEFEATED ARIZONA GOP GUBERNATORI. KARI LAKE REFUSES I. CBS NEWS 11/23/22. PAID NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
DEFEATED ARIZONA GOP GUBERNATORIAL CANDIDATE. KARI LAKE REFUSES TO CONCEDE. CBS NEWS 11/23/22. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","b551636f2de8d409912c5456c4fee41f2a03059080d018404d29cde50a20134c","https://www.facebook.com/ads/library/?id=870639401826756"
"cid_2024_119181","x_892216095956753","senate","noncandidate",4249.5,"WinSenate","WINSENATE","[Larry Hogan: ✅ Anti-Abortion ✅ Was endorsed by the NRA ✅ Trump’s Choice for U.S. Senate]","[whatishoganhiding.com]","[]","","Why did Trump endorse Larry Hogan for Senate? Hogan and Trump are both against abortion. Look it up. And just like Trump, the NRA said they were quote proud to endorse Larry Hogan. It's true. That's why Larry Hogan is Trump's choice, not ours.","Search
Trump endorsed. Search
Trump endorsed Larry Hogan|. Search
Trump endorsed
Trump endorsed Larry Hogan. Planned Parenthood Action Fund. B. Senate candidate Larry Hogan has long record of opposition to abortion. Feb Senate candidate Larry Hogan CNN that he up for abortion rights. Maryland governor but his record says. Semafor. article. Larry Hogan praised Donald Trump's 'incredible justices to the Supreme. Aug candidate Lerry Hogan heaped praise on Donald Trump for his. Supreme Court nominees at speech in November 2022. Washington Post. com local 2014/10/20. NRA endorses Hogan in Md. governor's race, drawing more attention to guns issue. Oct 2014-The National Rifle Association on Monday announced its endorsement of. Republican Larry
-. Planned Parenthood Action Fund. press-room. Senate candidate Larry Hogan has long record of opposition to abortion. Feb 15, 2024-U.S. Senate candidate Larry Hogan told CNN that he stood up for abortion rights. as Maryland governor, but his record says. Semafor. com. Larry Hogan praised Trump's justices to the Supreme. - - -. - - - - - - -. -. -. -. -. -
Senate candidate. Larry. Hogan has long record of. opposition to abortion. PLANNED PARENTHOOD 214.24. For Immediate Release: Feb. 15, 2024. Share This
Senate candidate Larry. Hogan has long record of. opposition to abortion. PLANNED PARENTHOOD 2.14.24. For Immediate Release: Feb. 15, 2024. Share This
The Washington Post. Maryland Politics. Local news. D.C. politics. Va. politics. Democracy Dies. NRA endorses Hogan in Md. governor's race,. drawing more attention to guns issue. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""" for his answers. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from the. group.
The Washington Post. Maryland Politics. Local news. D.C. politics. Va. politics. Dies. NRA endorses Hogan in Md. governor's race,. drawing more attention to guns issue. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""" for his answers. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from the. group.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of. for his answ. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""". for his answ. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.. PAID FOR BY WINSENATE WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.. PAID FOR BY WINSENATE NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE.
PAID FOR BY WINSENATE WWW.WINSENATE.ORG. NOTAUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
STOP. LARRY HOGAN. PAID FOR BY WINSENATE, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","e7ab6384a1ac4af06c5d64f9afdc2718c4d73212b7b396f7398a1a58bbfb647d","https://www.facebook.com/ads/library/?id=892216095956753"
"cid_2024_119183","x_926709636143615","senate","noncandidate",32499.5,"WinSenate","WINSENATE","[Mike Rogers said he “supports all restrictions on abortion.” He even backed four bills to ban abortion nationwide with no exceptions for rape, incest or to save a woman’s life.]","[https://www.whoismikerogers.com/abortionban]","[Rogers Supports ‘all restrictions’ on Abortion]","[Mike Rogers thinks private medical decisions should be up to him.]","Mike Rogers backed four bills to ban abortion nationwide, including here in Michigan. No exceptions for rape, incest, or to save a woman's life. Alyssa Slutkin will defend the freedom to make our own medical decisions.","MIKE ROGERS. BACKED 4 BILLS. BAN ABORTION. NATIONWIDE
MIKE ROGERS. BACKED 4 BILLS. BANABORTION. NATIONWIDE. 552 1091
MIKE ROGERS. BACKED 4 BILLS. BANABORTION. NATIONWIDE
MIKE ROGERS. BACKED 4 BILLS. BANABORTION. NATIONWIDE. 552 1093
MIKE ROGERS. NO. EXCEP
MIKE ROGERS. NO EXCEPTIONS. *RAPE. *INCEST
MIKE ROGERS. NO EXCEPTIONS. *RAPE. *INCEST. WOMAN'S LIFE
MIKE ROGERS. NO EXCEPTIONS. *RAPE. *INCEST. *A WOMAN'S LIFE. PAID FOR BY NOT. AUTHORIZED ANY CANDIDATE CAND COMMITTEE
ELISSA SLOTKI. EL. SL. PAID FOR BY WINSENATE NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
El. ELISSA SLOTKIN. DEFEND. THE FREEDOM. PAID FOR BY WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
ELISSA SLOTKIN. DEFEND. THE FREEDOM. TO MAKE OUR OWN. MEDICAL. PAID FOR BY WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
ELISSA SLOTKIN. DEFEND. THE FREEDOM. TO MAKE OUR OWN. MEDICAL DECISIONS. PAID FOR BY WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE","2f418d695e540f768c7c7569b8f4e9027eb84b3b72b690139a3988f8241b0b54","https://www.facebook.com/ads/library/?id=926709636143615"
"cid_2024_1194","x_536006318878411","presidential","candidate",20386.5,"Kamala Harris","HARRIS VICTORY FUND","[If you need a sign to contribute to this movement, this is it.  Not tomorrow, not next week, but today. Because the truth is, time is running out for your donation to have a meaningful impact on this race.]","[secure.actblue.com]","[Donate now →]","[Our fight is more important now than ever before. Donate now.]","","You are one of our most active supporters , which is why I hope you will consider donating to keep us on track to defeat Donald Trump . PAID FOR BY HARRIS VICTORY FUND","8d4f4fee6ca2b991e728ea1912b2646b33e1418f23b8d6b937b9519b2c3a8085","https://www.facebook.com/ads/library/?id=536006318878411"
"cid_2024_119715","x_1198873171380360","senate","candidate",54999.5,"Chris Murphy","FRIENDS OF CHRIS MURPHY","[]","[chrismurphy.com]","[Chris Murphy for U.S. Senate]","","I love Connecticut and I love this job. My job is to not just go to Washington and argue. My job is to try to bring people together. I want people to understand that I'm willing to do exceptional things to do the job right.","ChrisMurphy. Annual Walk
ChrisMurphy. Annual Walk Across Connecticut
STOP
BY. FRIENDS. OF. CHRIS. MURPHY.. APPROVED. BY. CHRIS. MURPHY.
ONN. Christur. U.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY.
CONN. hrisMurphy. J.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY.
CONN. risMurphy. .S. SENATOR. PAID FOR BY FRIENDS OF MURPHY. APPROVED BY CHRIS MURPHY.
ChrisMurphy. UCONN. U.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY.","3f0b8cb9c0d4637775d2564d97c1438cfcf1e9d709c42f217c5238715e7b3c38","https://www.facebook.com/ads/library/?id=1198873171380360"
"cid_2024_119718","x_1296714505043300","senate","candidate",5599,"Chris Murphy","FRIENDS OF CHRIS MURPHY","[Connecticut! Do you have a voting plan? November 5th is a historic election with reproductive rights, and voting rights, being just some of the issues on the ballot. Click the link to find your polling place, and then go make your voice heard.]","[chrismurphy.com]","[Chris Murphy for U.S. Senate]","","Hey Connecticut, do you have a voting plan? I needed to make one today. Election day is Tuesday, November 5th and this is a historic election. I want to make sure that you have all the information you need. So click here to learn more about how, when, and where to vote. Then show up to the polls and vote for Democrats up and down the ballot. Why? Because reproductive rights, voting rights are just some of the issues that are on the ballot this year. So make your voice heard.","ChrisMurphy
ChrisMurphy. Do you have a voting plan?. T
ChrisMurphy. need you to make one today.
ChrisMurphy. Election day is Tuesday, November 5th.
ChrisMurphy. And this is a historic election.
ChrisMurphy. want to make sure that you have. all the information you need.
ChrisMurphy. So click here to learn more about how,. when, and where to vote.
-. ChrisMurphy. So click here to learn more about how,. when, and where to vote.
-. ChrisMurphy. Then show up to the polls and vote. for Democrats up and down the ballot. Why?
ChrisMurphy. Then show up to the polls and vote. for Democrats up and down the ballot. Why?
ChrisMurphy. Because reproductive rights,
ChrisMurphy. voting rights are just some of the issues. that are on the ballot this year.
voting rights are just some of the issues. that are on the ballot this year.. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS
So make your voice heard.. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY,
ChrisMurphy. U.S. SENATOR. So make your voice heard.. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS","b92553917783faf1692de60ca31051ace52da7c9db9113509369c3ea016a7369","https://www.facebook.com/ads/library/?id=1296714505043300"
"cid_2024_119719","x_1505809933467574","senate","candidate",4999,"Chris Murphy","FRIENDS OF CHRIS MURPHY","[Connecticut, did you know that early voting has started? Election Day is Tuesday, November 5th, but Oct. 21st - Nov. 3rd you can cast your ballot early. I’m asking that you make your voice heard in this historic election. So click here to learn more about how, when, and where to vote.]","[chrismurphy.com]","[Chris Murphy for U.S. Senate]","","Hey Connecticut, early voting is happening right now. So I'm asking you to make your voice heard. It's easy to find your polling place, register to vote, and cast your ballot today.","ChrisMurphy
ChrisMurphy. Hey, Connecticut.
ChrisMurphy. Early voting is happening right now.
ChrisMurphy. So I'm asking you to make your voice. heard.
ChrisMurphy. It's easy to find your polling place,. register to vote, and cast
your ballot today.. PAID FOR BY FRIENDS OF CHRIS. APPROVED BY CHRIS
U.S. SENATOR. your ballot today.. PAID FOR BY FRIENDS OF CHRIS. APPROVED BY CHRIS
ChrisMurphy. U.S. SENATOR. your ballot today.. PAID FOR BY FRIENDS OF CHRIS. APPROVED BY CHRIS MURPHY,
ChrisMurphy. U.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS. APPROVED BY CHRIS
ChrisMurphy. U.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS","1cb2fa2d4d60d87113c55d8587f16c9df1fe1e1e506e6ba9341c6051b6b2575a","https://www.facebook.com/ads/library/?id=1505809933467574"
"cid_2024_119730","x_853310690284820","senate","candidate",17499.5,"Chris Murphy","FRIENDS OF CHRIS MURPHY","[]","[chrismurphy.com]","[Chris Murphy for U.S. Senate]","","Listen, I had days after Sandy Hook, I feared we'd never beat the gun lobby, but I kept working. I pleaded, I fought. I defied the odds to pull together Republicans and Democrats to pass the first major gun safety law in 30 years.","ChrisMurphy
NBC NEWS. Senat. """". """"
NBC NEWS. Senate passes most sweeping. """". """". gun bill in decades
ctpost. Chris Murphy achieved what many. """". """". thought was impossible
U.S. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY.
ChrisMurphy. SENATOR. PAID FOR BY FRIENDS OF CHRIS MURPHY. APPROVED BY CHRIS MURPHY.","e6489650f0b656cd83e1df116ee08e8d11ecddd0838fb0bcdf4ff11dd13ce4b1","https://www.facebook.com/ads/library/?id=853310690284820"
"cid_2024_119980","x_3757298851201623","senate","noncandidate",2248.5,"Senate Democrats","DSCC","[🚨𝐔𝐑𝐆𝐄𝐍𝐓 𝐌𝐄𝐒𝐒𝐀𝐆𝐄 𝐅𝐑𝐎𝐌 𝐀𝐃𝐀𝐌 𝐒𝐂𝐇𝐈𝐅𝐅 🚨  Democrats are rallying behind Kamala Harris right now -- and it’s easy to see why. But with the presidential race now considered a toss-up, we need to hear from top Democrats like you ASAP. Let us know before the midnight deadline: 𝐖𝐢𝐥𝐥 𝐲𝐨𝐮 𝐯𝐨𝐭𝐞 𝐟𝐨𝐫 𝐊𝐚𝐦𝐚𝐥𝐚 𝐇𝐚𝐫𝐫𝐢𝐬?]","[survey.dscc.org]","[[Response pending] Will you vote for Kamala Harris?]","[Your immediate response is more important than ever.]","Hey, it's Adam Schiff. Do you have a second to answer an urgent poll about the state of our presidential election? Democrats are rallying behind Kamala Harris right now and it's easy to see why. But with the stakes of this election at an all-time high and polls saying it's a toss up, we need to know who you'll be voting for at the ballot box. So please respond before midnight. Will you be voting for Kamala Harris?","Hey, it's. Adam Schiff.. PAID FOR BY THE NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
Do you have. a second. PAID FOR BY THE AND NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
to answer an. urgent poll. PAID FOR BY THE AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
to answer an. urgent poll. PAID FOR BY THE DSCC DSC AHD NOTAUTHORIZED BY ANY CANDIDATE CANDIDATE'S
about the state. PAID FOR BY THE DSCC AND HOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
of our presidential. election?. PAID FOR BY THE AND NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
Democrats are. rallying behind. PAID FOR BY DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
Democrats are. rallying behind. PAID FOR BY THE DSCC DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
Kamala Harris. right now,. PAID FOR BY THE DSCC. DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR
and it's easy. to see why.. PAID FOR BY AND-NOT AUTHORIZED BY ANY OR CANDIDATES
and it's easy. to see why.. PAID FOR BY DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE.OR CANDIDATE'S COMMITTEE
But with the stakes. of this election. PAID FOR BY DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR
But with the stakes. of this election. PAID FOR BY AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
at an all-time high. and polls. PAID FOR BY THE AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
at an all-time high. and polls. PAID FOR BY THE DSCC AND NOT AUTHORIZED BY ANY COMMITTEE
saying it's a toss-up,. PAID FOR BY THE DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
we need to know. PAID FOR BY THE DSCC AND NOT AUTHORIZED BY OR CANDIDATE'S COMMITTEE
who you'll be. voting for. PAID FOR BY AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
who you'll be. voting for. PAID FOR BY THE DSCC DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
at the ballot box.. PAID FOR BY THE DSCC.ORG, AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
So please respond. before midnight:. PAID FOR BY THE AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
So please respond. before midnight:. PAID FOR BY THE DSCC NOT AUTHORIZED BY ANY CANDIDATE COMMITTEE
Will you be voting. for Kamala Harris?. PAID FOR BY THE DS AND NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
Will you be voting. for Kamala Harris?. PAID FOR BY THE DSCC AND BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE","1770a13b3cb019529cbd28d24bade971cc4e9f7c89ad74b467b3d1b05a2516ea","https://www.facebook.com/ads/library/?id=3757298851201623"
