ad_id,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,page_name,funding_entity,ad_creative_body,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,asr_text,ocr_text
x_566589489283741,0,0,0,1,0,0,0,1,0,Kamala Harris,HARRIS FOR PRESIDENT,"Georgia, it's time to make your voice heard and vote early this year. Click here to find your early voting site >>>",iwillvote.com,,,"Hey Georgia. With so much at stake in this election, it's more important than ever to make your voice heard and vote early this year. You can vote right now at any early voting site in your county. Just bring your photo ID to find your closest early voting site or a Dropbox. Go to iwillvote.com/ga. So make a plan, go vote early, Georgia and America are counting on you.","HEY, GEORGIA. WITH SO MUCH AT STAKE WITH SO MUCH AT STAKE. IN THIS ELECTION, IT'S MORE IMPORTANT. THAN EVER TO MAKE YOUR VOICE HEARD TO MAKE YOUR VOICE HEARD. AND VOTE EARLY THIS YEAR. YOU CAN VOTE. RIGHTNOW E. YOU CAN VOTE. RIGHT NOW TE. AT ANY EARLY VOTING SITE VOTE. V. AT ANY EARLY VOTING SITE. IN YOUR COUNTY. JUST BRING. YOUR PHOTO ID JUST BRING. YOUR PHOTO ID. VOTE TO FIND YOUR VOTE. TO FIND YOUR CLOSEST. EARLY VOTING SITE THIS BOX FOR. BALLOTS ONLY. OR A DROP GO TO. Ba THIS BOX FOR. BALLOTS ONLY. OR A DROP BOX, GO TO. Ba IWILLVOTE.COM/GA MAKE A PLAN. GO MAKE A PLAN. GO VOTE EARLY. PAID FOR BY HARRIS FOR PRESIDENT GEORGIA. PAID FOR BY HARRIS FOR PRESIDENT GEORGIA AND AMERICA. PAID FOR BY HARRIS FOR PRESIDENT GEORGIA AND AMERICA. ARE COUNTING ON YOU.. PAID FOR BY HARRIS FOR PRESIDENT GEORGIA. MAKE A PLAN TO. PAID FOR BY HARRIS FOR PRESIDENT. HARRIS. WALZ"
x_566817239134645,0,0,0,0,0,0,0,1,1,Jimmy Gomez,Jimmy Gomez for Congress,Jimmy Gomez is the ONLY candidate endorsed by Planned Parenthood. He fights MAGA to protect a woman’s right to choose.,jimmygomezforcongress.com,Pro-Choice Champion,Jimmy fights for us!,,GO I STAND WON'T I STAND WE I WITH STAND GO BAC WITH WON'T PLANNED BAC PLANNED GO PARENTHOOD PARENTHOOD Pared Prod BAC Pared Prod ISTA WITH I STAND WITH PLANNED HE PRESENT PARENTHOOD IS LAWNA TAND BPlanned Parenthood TAND BANS ITH ITH BANS ANNED BANS ANNED OFFOUR RENTHO BODIES RENTHO OFFOUR ned Parenthood | WE ISTAND WITH GO ISTAND GO WITH WON'T PLANNED BAC PLANNED PARENTHOOD GO PARENTHOOD BAC ISTA WITH PL ISTAND PL WITH PLANNED THE PRESENT PARENTHOOD IS LAINA TAND Planned Parenthood TH TH BANS ANNED OFFOUR ANNED BANS RENTHO BODIES RENTHO OFFOUR ned Parenthood | WON'T GO ISTAND WE ISTAND WITH WON'T WITH GO WITH BAC PLANNED BAC PARENTHOOD GO PARENTHOOD BAC Banned Parenthood Banned Parenthood I STA WITH I STAND WITH PLANNED HE PRESENT PARENTHOOD IS LATINA TAND BPlanned Parenthood TAND ITH ANNED OFF OUR ITH ITH BANS ANNED BANS ANNED OFF OUR RENTHO BODIES RENTHO OFF ned Parenthood OUR ned Parenthood BODIES
x_566976219067288,1,0,0,0,0,0,0,0,0,Lucas Kunce,Lucas Kunce for Missouri,"IT’S HAPPENING: Josh Hawley’s radical elite donors are running scared and bailing him out. 💵 Harrison Butker, who said that women should just “step aside,” has now started a PAC to promote Hawley in the final stretch before the election… and the billionaire owner of the KC Chiefs just gave him the thumbs up. Josh Hawley’s radical elite supporters are seeing the polls, which show this race locked in a DEAD HEAT, and they’re doing anything they can to bail him out. His extremist allies are pouring MILLIONS into this race but I know that with your grassroots support, we can continue our momentum and defeat Josh Hawley. So that’s why I’m asking you today: Will you chip in $10 right now to my campaign to make sure we have the resources to reach as many voters as possible before Nov 5th to defeat Josh Hawley? Every dollar makes a HUGE difference from now until Election Day.",secure.actblue.com,Chip in just $10 to defeat Josh Hawley,Josh Hawley is vulnerable. Let's beat him.,,Guardian Chiefs owner backs Harrison Butker's political push for ' traditional values ' PAID FOR BY LUCAS KUNCE FOR MISSOURI FIGHT BACK | The . Guardian Chiefs owner backs Harrison Butker's political push for ' traditional values ' PAID FOR BY LUCAS KUNCE FOR MISSOURI FIGHT BACK | The Guardian Chiefs owner backs Harrison Butker's political push for ' traditional values ' PAID FOR BY LUCAS KUNCE FOR MISSOURI FIGHT BACK
x_567027445763682,1,0,0,0,0,0,0,0,0,Senate Democrats,DSCC,“𝐓𝐡𝐢𝐬 𝐢𝐬 𝐧𝐨 𝐨𝐫𝐝𝐢𝐧𝐚𝐫𝐲 𝐦𝐨𝐦𝐞𝐧𝐭. 𝐘𝐨𝐮𝐫 𝐬𝐮𝐩𝐩𝐨𝐫𝐭 𝐦𝐚𝐭𝐭𝐞𝐫𝐬. 𝐘𝐨𝐮𝐫 𝐝𝐨𝐧𝐚𝐭𝐢𝐨𝐧 𝐦𝐚𝐭𝐭𝐞𝐫𝐬. 𝐈𝐭'𝐬 𝐨𝐮𝐫 𝐨𝐧𝐥𝐲 𝐜𝐡𝐚𝐧𝐜𝐞 𝐭𝐨 𝐟𝐢𝐠𝐡𝐭 𝐛𝐚𝐜𝐤 𝐚𝐠𝐚𝐢𝐧𝐬𝐭 𝐭𝐡𝐞 𝐚𝐭𝐭𝐚𝐜𝐤𝐬 𝐃𝐨𝐧𝐚𝐥𝐝 𝐓𝐫𝐮𝐦𝐩 𝐚𝐧𝐝 𝐌𝐀𝐆𝐀 𝐥𝐨𝐲𝐚𝐥𝐢𝐬𝐭𝐬 𝐚𝐫𝐞 𝐥𝐚𝐮𝐧𝐜𝐡𝐢𝐧𝐠 𝐚𝐠𝐚𝐢𝐧𝐬𝐭 𝐮𝐬.” - Kamala Harris Join the fight to protect our Democratic agenda and keep the Senate blue. Donate NOW before our midnight deadline.,secure.actblue.com,CHIP IN BEFORE OUR MIDNIGHT DEADLINE TO DEFEND THE SENATE,Help fight back against Donald Trump and MAGA loyalists by defending the Senate.,,"DSCC Democratic Senatorial Compaign Committee C This is no ordinary moment . Your support matters . Your donation matters . It's our only chance . - KAMALA HARRIS $ 76,418 RAISED OF OUR $ 100,000 GOAL 11:59 P.M. DEADLINE Donate P.M. DEADLINE Donate PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | DSCC Democratic Senatorial Compaign Committee C This is no ordinary moment . Your support matters . Your donation matters . It's our only chance . - KAMALA HARRIS $ 76,418 RAISED OF OUR $ 100,000 GOAL 11:59 P.M. DEADLINE Donate PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | DSCC Democratic Senatorial Campaign Committee C This is no ordinary moment . Your support matters . Your donation matters . It's our only chance . - KAMALA HARRIS $ 76,418 RAISED OF OUR $ 100,000 GOAL 11:59 P.M. DEADLINE Donate PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | DSCC Democratic Senatorial Compaign Committee This is no ordinary moment . Your support matters . Your donation matters . It's our only chance . - KAMALA HARRIS $ 76,418 RAISED OF OUR $ 100,000 GOAL 11:59 P.M. DEADLINE Donate PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE ."
x_567321919064584,0,0,0,0,0,0,0,1,1,House Majority PAC,HMP,,thehousemajoritypac.com,,,"Carl Marlinga, prosecutor, fighter, Michigander. He took down scammers who preyed on seniors and stood strong for sexual assault victims and Congress still lower costs and make Michigan safer. Carl Marlinga, protecting Michigan always.",CARL. MARLINGA MAR. FIGHT FIGHTER. CARL. MARLINGA. PROSECUTOR.. MICHIGANDER CA. TOOK DOWN CARL MARLINGA. TOOK DOWN SCAMMERS ST. WITH SEA. ST CARL MARLINGA. STOOD. WITH SEXUAL ASSAULT VICTIMS. STRONG CARL MARLINGA. LOWER. COSTS CARL MARLINGA. MAKE MICHIGAN. SAFER CARL MARLINGA. PROTECTING. MICHIGANDERS
x_568451865624411,0,0,0,0,0,0,0,1,1,Rudy Salas Will Fight to Lower Costs for Working Families,DCCC,,factcheckcongress.com,,,Rudy Salas led the fight to fast track research on valley fever. Rudy Salas is for the people.,"Jesús. Bakersfield SALAS introduces 'most. robust' valley fever. legislation in state's history. HANFORD SENTINEL 05/19/2021. PAID FOR BY DCCC, WWW.DCCC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. State of California. RUDY SALAS. DATED. Assemblymember, 32nd District. Valley Fever Institute. at Kern Medical. $. SALAS introduces 'most. valley fever. legislation in state's history. Valley Fever. HANFORD SENTINEL 05/19/2021. PAID FOR BY DCCC,. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. SALAS introduces 'most. valley fever. legislation in state's history. HANFORD SENTINEL 05/19/2021. TO THE. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. STAND WITH. RUDY SALAS.. VOTE!. PAID FOR BY DCCC, WWW.DCCC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE."
x_568693135685923,0,0,0,0,0,0,0,1,1,Future Forward,FF PAC,,ffpac.org,,,"Healthcare bails add up. Trump would cut taxes for billionaires, but Kamala would cut taxes for families. Up to $6,000 for your family. 100 million Americans would get money back. Vote Kamala.","Childcare bills Childcare bills. add up Trump would cut taxes. for BILLIONAIRES But Kamala would cut taxes for FAMILIES Up to $6,000 Up to $6,000. for YOUR family 100 million Americans 100 million Americans. PAID FOR BY FF PAC. FFPAC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE'S COMMITTEE. 100 million Americans. PAID FOR BY FF PAC. FFPAC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE'S COMMITTEE would get money back. PAID FOR BY FF PAC. FFPAC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE'S COMMITTEE. VOTE KAMALA. PAID FOR BY FF PAC. FFPAC.ORG.. NOT AUTHORIZED BY ANY CANDIDATE. OR CANDIDATE'S COMMITTEE."
x_569121408964762,0,0,0,1,0,0,0,1,1,Donald J. Trump,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",Don't have time for the line? Avoid Election Day crowds by Voting Early for President Trump TODAY.,vote.donaldjtrump.com,Skip the long line and VOTE TRUMP Early,Vote TRUMP in Michigan,"you've been a terrible vice-president. You'll be the worst president in the history of our country. Kamala, you are a disaster to the United States of America. Kamala, you are fired. You're fired. Get out. Get",Vote EARLY! Fire KAMALA!. TR Vote EARLY! Fire KAMALA!. TR. - Vote EARLY! Fire KAMALA!. TR. M Vote EARLY! Fire KAMALA!. TR. MP Vote EARLY! Fire KAMALA!. TR MP Vote EARLY! Fire KAMALA!. TR MP. -. - Vote EARLY! Fire KAMALA!. T. TR MP Vote EARLY! Fire KAMALA!. T. TR MP. - Vote EARLY! Fire KAMALA!. T. TR MP. -. D Vote EARLY! Fire KAMALA!. MP. BY DONALD FOR PRESIDENT 2024 Vote EARLY! Fire KAMALA!. MP. BY. TRUMP FOR PRESIDENT 2024 Vote EARLY! Fire KAMALA!. TR. TR MP. - -. PAID FOR E TRU FOR PRESIDENT Vote EARLY! Fire KAMALA!. FOR BY DONALD TRUMP FOR SIDENT Vote EARLY! Fire KAMALA!. PAID FOR BY TRUMP FOR
x_569262019094056,0,0,0,1,0,0,0,1,1,Last Best Place PAC,LAST BEST PLACE PAC,Tim Sheehy is obsessed with ending all abortion. He called abortion “murder.” We have to vote for Jon Tester by November 5th. Click below to make your plan to vote today.,voteinmt.org,Vote for Jon Tester by November 5th,Tim Sheehy called abortion “murder”,,"TIM SHEEHY WANTS TO BAN ABORTION . He calls it """""""" murder . """""""" JON TESTER WILL DEFEND OUR FREEDOM VOTE BY NOVEMBER 5TH PAID FOR BY LAST BEST PLACE PAC , LASTBESTPLACEPAC.COM , NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE"
x_569898232265512,0,0,0,0,0,0,0,1,1,Preserve America,PRESERVE AMERICA PAC,Don's son is dead because Kamala Harris let a criminal illegal alien go. She's dangerous.,preserveamericapac.com,Kamala is Dangerous,Don was a Kamala supporter until his son was murdered by an illegal alien.,"I was a Kamala Harris supporter. That changed after an illegal alien murdered my son Drew. The man had been arrested previously, but district attorney Kamala Harris let him go. Trust me, Kamala Harris is dangerously soft on crime.","DON ROSENBERG. WESTLAKE VILLAGE, CA. I WAS A KAMALA. HARRIS SUPPORTER Illegal Immigrant Drove. Over Drew's Body. Three Times. WASHINGTON FREE BEACON, 8/6/24 As DA, Harrio Released Illegal. Immigrant Charged With Unlicensed. Driving Shortly Before Не Killed Young. Man. W As DA, Harris Released Illegal. Immigrant Charged With Unlicensed. Driving Shortly Before Не Killed Young. Man. WASHINGTON FREE. driving charge. - - As DA, Harris Released Illegal. Immigrant Charged With Unlicensed. Driving Shortly Before Не Killed Young. Man. W. WASHINGTON FREE. charge. !. KAMALA HARRIS. LET HIM GO As DA, Harris Released Illegal. Immigrant Charged With Unlicensed. Driving Shortly Before Не Killed Young. Man. WASHINGTON FREE BEACON,. district. KAMALA HARRIS. LET HIM GO As DA, Harris Released Illegal. Immigrant Charged With Unlicensed. Driving Shortly Before Не Killed Young. Man. W. WASHINGTON FREE BEACON,. charge. KAMALA HARRIS. LET HIM GO. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR THE CONTENT. OF THIS ADVERTISING. NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR THE CONTENT. OF THIS ADVERTISING. NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S KAMALA HARRIS. IS DANGEROUS. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR THE CONTENT. OF THIS NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. KAMALA HARRIS. IS DANGEROUS. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR THE CONTENT. OF THIS ADVERTISING. NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE. KAMALA HARRIS. IS DANGEROUS. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR THE CONTENT. OF THIS ADVERTISING. NOT AUTHORIZED BY ANY CANDIDATE OR. CANDIDATE'S COMMITTEE"
x_570207772233097,0,0,0,0,0,0,0,0,1,Preserve America,PRESERVE AMERICA PAC,,,,,"With high inflation, working families like mine are hurting. And while we struggle, Kamala Harris supported spending our tax dollars to give illegals sex changes. It's not just liberal, it's insane. Kamala can never be our president.","28% 20% INFLATION. U.S. BUREAU OF LABOR STATISTICS Baked. 20% INFLATION. U.S. BUREAU OF LABOR STATISTICS HEATHER G.. PEWAUKEE, WI HARRIS. TAMPAY SEX CHANGES. FOR ILLEGAL IMMIGRANTS KAMALA HARRIS. TAXPAYER-FUNDED SEX CHANGES. FOR ILLEGAL IMMIGRANTS. CNN, 9/9/24 IT'S INSANE. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR. THE CONTENT OF THIS ADVERTISING NOT AUTHORIZED BY ANY. CANDIDATE OR CANDIDATE'S COMMITTEE. KAMALA HARRIS. BAN'T BE PRESIDENT. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR. THE CONTENT THIS ADVERTISING. NOT AUTHORIZED BY ANY. CANDIDATE OR CANDIDATE'S COMMITTEE. KAMALA HARRIS. CAN'T BE PRESIDENT. PRESERVE AMERICA PAC PAID FOR AND IS RESPONSIBLE FOR. THE CONTENT OF THIS ADVERTISING. NOT AUTHORIZED BY ANY. CANDIDATE OR CANDIDATE'S S COMMITTEE."
x_570959205360224,0,0,0,0,0,0,0,1,1,Will Rollins,WILL ROLLINS FOR CONGRESS,"In Congress, Will Rollins will bring more job training and apprenticeships to the Inland Empire so people get the skills they need for a good job without going to college.",https://willrollinsforcongress.com/,Will Rollins for Congress,Will Rollins will bring more job training and apprenticeships to the Inland Empire,"Hi, I'm an apprentice here at the training facility and I'm learning the skills that I need for a good job. Will Rollins is working to bring more job training and apprenticeship to the Inland Empire, like mine. Like mine. So that everyone can have an opportunity to have a great job. Even if they don't go to college. These are good jobs with benefits that pay really well. Knowing that I can support my family and I don't have to live paycheck to paycheck, it's a big deal. And I was able to buy a house. Have a future. It makes me feel secure. Will Rollins is trying to make sure everyone has that opportunity. It means a lot.",I'm an apprentice here at. the training facility and I'm learning the skills that. I need for a good job -. and I'm learning the skills that. I need for a good job Will Rollins. -. More job training. and apprenticeships Will Rollins. More job training. and apprenticeships Like mine So that everyone can have an. 105. opportunity to have a great job Even if they don't go to college These are good jobs with. benefits that pay really well These are goodjobs with. benefits that pay really well AIR. Knowing A that R M I can support. Y. my family and I don't have to. live paycheck to paycheck TRANSPORTATION. HART. Y. Knowing that I can support. my family and I don't have to. live paycheck to paycheck Y. Knowing that I can support. my family and I don't have to. live paycheck to paycheck RAIL TRANSPORTATION. A R Y. Knowing that I can support. my family and I don't have to. live paycheck to paycheck TRANSPORTATION. HART. A Y. deal I was able to buy a house Have a future It makes me feel secure -. Will Rollins is trying to make sure. everyone has that opportunity. PAID FOR BYWILL CONGRESS Will Rollins is trying to make sure. everyone has that opportunity. PAID FOR BY WILL CONGRESS Will Rollins is trying to make sure. everyone has that opportunity. PAID FOR ROLLINS FOR It means a lot. PAID FOR BY WILL ROLLINS FOR CONGRESS WILL ROLLINS. FOR CONGRESS. PAID FOR ROLLINS FOR CONGRESS
x_571131835577916,0,0,0,0,0,0,0,1,1,The Real Tim Sheehy,MONTANANS FOR TESTER,"Montana is at a crossroads, and rich out-of-staters like Tim Sheehy are ending our way of life. Jon Tester will never stop defending our Montana way of life.",jontester.com,,,"or tester? Tester. I think Montana's at a crossroads and rich out of staters like she he are bringing an end to our way of life. I don't trust she he to do with right for Montana. I know that no matter who controls things at DC, tester will never stop defending Montana.",SHEEHY OR TESTER? TESTER. I THINK MONTANA'S. AT A AND AND RICH. OUT-OF-STATERS. LIKE SHEEHY ARE BRINGING AN END. TO OUR I DON'T TRUST. SHEEHY TO DO WHAT'S RIGHT. FOR MONTANA. I KNOW THAT. PAID FOR BY MONTANANS FOR TESTER WHO CONTROLS. THINGS. PAID FOR BY MONTANANS FOR TESTER TESTER WILL. PAID FOR BY MONTANANS FOR TESTER TESTER WILL NEVER. STOP DEFENDING. MONTANA.. PAID FOR BY MONTANANS FOR TESTER
x_571616822245305,0,0,0,0,0,0,0,0,1,Nick Begich,ALASKANS FOR NICK BEGICH,"Mary Peltola has supported: - Biological men in women’s locker rooms and private facilities. - Biological men competing in women’s sports. - Preventing parents from knowing their children’s public school curriculum, what books are being made available to their children, or what pronouns are being used for their child at school. Peltola has even encouraged donations be sent to Identity, Inc., an organization that provides gender transition treatments to children in Alaska. Like so many things in life there’s a big difference between the ads and the truth. In taking these positions, Peltola supports neither women nor families but in fact supports policies that erode the opportunities and rights of both. https://mustreadalaska.com/rep-peltola-doubles-down-in-support-of-puberty-blockers-for-children/",mustreadalaska.com,Rep. Peltola doubles down in support of puberty blockers for children,"Identity Inc. is militantly dedicated to convincing Alaska children they should transition from one gender identity to another with the use of puberty hormone blockers. In material published on its own website, the gender identity group says that although hormone treatments are “off label” for g...",,MARY PELTOLA t
x_572444621998220,0,0,0,0,0,0,0,1,1,American Bridge 21st Century,AB PAC,,cantgobackpa.com,,,My name's Susan. I'm a nurse practitioner and I live here in Pennsylvania. I was at work when I heard that they had overturned Roe v. Wade. I can't imagine what Donald Trump's thinking when he says he wants to punish women who have had an abortion. There has to be some form of punishment. For the woman. Yeah. A woman who's made the decision to have an abortion has already had to reconcile herself to an awful lot. And it's quite possible she's even punishing herself. She doesn't need to be punished by Donald Trump. ABPP is responsible for the content of this ad.,"Susan. Pennsylvania NOT A PAID ACTOR EXIT PAID FOR BY AB PAC, WWW.AMERICANBRIDGEPAC.ORG, NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE PAID FOR BY AB PAC, NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE PAID FOR BY AB WWW.AMERICANBRIDGEPAC.ORG, NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE WE CAN'T GO BACK. PAID FOR BY AB WWW.AMERICANBRIDGEPAC.ORG, NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE"
x_572649458449497,1,0,0,0,0,0,0,0,0,Senate Democrats,DSCC,"Experts say that if enough battleground states turn red this fall, Democrats could end up in a Senate deficit that could last for YEARS. The DSCC is doing everything they can to keep that from happening -- but they need your help to reach their $50,000 fundraising goal to continue their efforts. >>> Please, rush your donation before 11:59 P.M. to help Democrats win all of this year’s biggest races and defend our razor-thin Senate majority.",secure.actblue.com,Our Senate majority is at stake: Defend it by donating today!,The average gift of supporters like you is $32.04. DONATE NOW,,"THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN 49 BALDWIN % HOVDE CASEY MCCORMICK BALDWIN HOVDE BROWN 49 % 48 HOVDE % CASEY MCCORMICK 46 BROWN % MORENO 49 % 48 % 46 CASEY % 46 MCCORMICK % 46 % MORENO 48 % 46 % 46 % 46 % MORENO 46 % 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN 49 BALDWIN % 48 HOVDE CASEY MCCORMICK 49 BALDWIN HOVDE 49 BALDWIN % 48 % 46 % 46 % BROWN 49 BALDWIN % HOVDE CASEY MCCORMICK 49 BALDWIN % 48 HOVDE % 46 % 46 % BROWN 49 % 48 HOVDE % CASEY MCCORMICK 49 % 48 % 46 % 46 % 46 % MORENO % 46 % 46 % 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BROWN BALDWIN 49 % 48 HOVDE CASEY MCCORMICK BALDWIN HOVDE 46 % MORENO 49 % 48 HOVDE % CASEY MCCORMICK BROWN 49 % 48 HOVDE % 46 CASEY % 46 MCCORMICK % BROWN 49 % 48 HOVDE % CASEY MCCORMICK 49 % 48 HOVDE % 46 % 46 % 46 % MORENO % 48 % CASEY MCCORMICK 46 % MORENO 48 % 46 CASEY % 46 MCCORMICK % 46 % MORENO % 46 % 46 % 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BALDWIN 49 % HOVDE CASEY MCCORMICK BALDWIN 49 % 48 HOVDE % CASEY MCCORMICK BALDWIN 49 % 48 % 46 % 46 % BROWN BALDWIN 49 % 48 HOVDE % CASEY MCCORMICK BALDWIN HOVDE BROWN 49 % 48 HOVDE % CASEY MCCORMICK 49 % 48 % 46 % 46 % 46 % MORENO % 46 % 46 % 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BALDWIN 49 % 48 % 46 % 46 % BALDWIN HOVDE BALDWIN 49 % HOVDE CASEY MCCORMICK BROWN 49 % 48 HOVDE % CASEY MCCORMICK 49 % 48 % 46 % 46 % 46 % MORENO % 46 % 46 % 46 % MORENO 46 % 46 % 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE . | THESE DEMOCRATS ARE IN NECK - AND - NECK RACES ! BALDWIN HOVDE CASEY MCCORMICK BALDWIN 49 % HOVDE CASEY MCCORMICK BROWN 49 % 48 HOVDE % CASEY MCCORMICK 49 % 48 % 46 % 46 % BROWN 49 % 48 % CASEY 46 % 46 MCCORMICK % 46 BROWN % MORENO 49 % 48 % CASEY MCCORMICK 46 % MORENO % 46 % 46 % 46 % MORENO 44 % OHIO WISCONSIN PENNSYLVANIA DONATE NOW PAID FOR BY THE DSCC , DSCC.ORG , AND NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE . CONTRIBUTIONS OR GIFTS TO THE DSCC ARE NOT TAX DEDUCTIBLE ."
x_573105658388145,0,0,0,0,0,0,0,1,1,House Majority PAC,HMP,,www.thehousemajoritypac.com,,,Lori Chavez-Dreyfus works for donors and special interests. She voted for a legislation that would cut veterans' benefits. And lay off teachers and aides. She even voted to cut workers' health care coverage while helping billionaires cheat on their taxes. Lori Chavez-Dreyfus doesn't work for us.,Lori Chavez-DeRemer. RKS OR. RE S Lori Chavez-DeRemer. WORKS FOR SPECIAL INTERESTS Lori Chavez-DeRemer. VOTED TO CUT VETERANS' BENEFITS Lori Chavez-DeRemer. TED. YO. S Lori Chavez-DeRemer. VOTED FOR TEACHER LAYOFFS Lori Chavez-DeRemer Lori Chavez-DeRemer. VOTED TO CUT HEALTH CARE COVERAGE 12. Lori Chavez-DeRemer. L ED 10. Lori Chavez-DeRemer. HELPED BILLIONAIRES CHEAT ON THEIR TAXES. PAID FOR BY HMP. THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE. 12. Lori Chavez-DeRemer. HELPED BILLIONAIRES CHEAT ON THEIR TAXES. PAID FOR BY HMP. THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE. Lori Chavez-DeRemer. PAID FOR BY HMP THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE. Lori Chavez-DeRemer. DOESN'T WORK OR US. PAID FOR BY THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
